
"F(x) = Serie de Fourier - Square wave"
,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,,,,
x,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,a0,x,F(X),f(x)
-0.2416,-0.304630789088598,0,-0.281379882805482,0,-0.23807239068298,0,-0.180574511961136,0,-0.11647248373037,0,-0.0538599945640845,0,-7.7633676163369e-05,0,0.0393781702975398,0,0.0615944308022969,0,0.0665146079128075,0,0.0567179425729145,0,0.03676737750765,0,0.0122636102988856,0,-0.0112100205595358,0,-0.029056120436779,0,-0.0383756168123523,0,-0.038310983041686,0,-0.0299827642583299,0,-0.0160606982966873,0,-7.76336111271085e-05,0,0.0143630166888778,0,0.0243245502818934,0,0.0280784520185579,0,0.025357205132666,0,0.0172889304418384,0,0.00604997951634429,0,-0.00567376529160763,0,-0.0152929676223042,0,-0.2416,-0.970409982966951,-1
-0.1416,-0.179688834942721,0,-0.174917039941804,0,-0.165601544521185,0,-0.152185558017253,0,-0.135302249147767,0,-0.115738971221904,0,-0.0943930746031827,0,-0.0722220202489421,0,-0.0501908394981594,0,-0.0292201201950405,0,-0.0101376302334065,0,0.0063635772177753,0,0.0197581780055886,0,0.0297109051885784,0,0.0360870860005968,0,0.0389510430332686,0,0.0385527851186815,0,0.0353041421806454,0,0.0297461385788328,0,0.0225099104775111,0,0.0142738230612089,0,0.0057196127920169,0,-0.00250963935790267,0,-0.00984710054268715,0,-0.0158331102795125,0,-0.0201377087000187,0,-0.0225736486032758,0,-0.0230994359551668,0,-0.1416,-0.996621324355225,-1
-0.0416,-0.0529514893553281,0,-0.0528293788470103,0,-0.0525856647048283,0,-0.0522213581729157,0,-0.0517379698690167,0,-0.0511375023240002,0,-0.0504224400970863,0,-0.0495957375199368,0,-0.0486608041354806,0,-0.0476214879096991,0,-0.0464820563064962,0,-0.0452471753271821,0,-0.0439218866269194,0,-0.0425115828306714,0,-0.0410219811806904,0,-0.0394590956563391,0,-0.0378292077149971,0,-0.0361388358099313,0,-0.0343947038472537,0,-0.0326037087494304,0,-0.0307728872972015,0,-0.0289093824252105,0,-0.0270204091490939,0,-0.0251132203032487,0,-0.0231950722689598,0,-0.0212731908720331,0,-0.0193547376275573,0,-0.0174467765069024,0,-0.0416,-1.10245974343542,-1
0.0584,0.0743149300102684,0,0.0739773733210253,0,0.0733050198204422,0,0.0723033624013738,0,0.0709805735304312,0,0.0693474257947883,0,0.0674171872784548,0,0.0652054928753297,0,0.0627301928998587,0,0.0600111805944851,0,0.0570702003536584,0,0.0539306386845158,0,0.050617300102277,0,0.0471561703119434,0,0.0435741691554117,0,0.0398988959032195,0,0.0361583695417984,0,0.032380766749583,0,0.028594160268219,0,0.0248262603583773,0,0.0211041619835927,0,0.0174541002907184,0,0.0139012168529624,0,0.0104693390122997,0,0.0071807745038892,0,0.00405612336779157,0,0.0011141089548778,0,-0.00162857038334655,0,0.0584,1.17745092453825,1
0.1584,0.200838819160452,0,0.194175947053495,0,0.181248078891725,0,0.162822681867095,0,0.139982433989186,0,0.114048949066728,0,0.0864904773493883,0,0.0588206457186649,0,0.0324959241729944,0,0.00881951074698181,0,-0.0111412803680597,0,-0.0266182074084161,0,-0.0371815669994054,0,-0.0427535769758087,0,-0.0435954094814225,0,-0.0402696830516633,0,-0.0335821091558324,0,-0.0245075353145696,0,-0.0141067126131642,0,-0.00344066002382833,0,0.00651053193782939,0,0.014918204533369,0,0.0211597729099323,0,0.0248538180678442,0,0.025873678802979,0,0.0243394395814796,0,0.0205900044521406,0,0.0151385392949351,0,0.1584,1.05593071620505,1
0.2584,0.325355993218072,0,0.297029361740426,0,0.244815287002574,0,0.176763949876137,0,0.103048379170506,0,0.0341168961038737,0,-0.0211449845221694,0,-0.0568838771184785,0,-0.0711040347333292,0,-0.0657136922131646,0,-0.0458209363655188,0,-0.0184604920331546,0,0.00895824993293154,0,0.030148465518878,0,0.0410844684426424,0,0.0405708157513423,0,0.0301649373027132,0,0.013519723919105,0,-0.00466635343911065,0,-0.0198308878402433,0,-0.0285889813086606,0,-0.0294125083425064,0,-0.0228219993456081,0,-0.0110851501879204,0,0.00247074777455558,0,0.0143434094960219,0,0.0217150311452852,0,0.0230850208338288,0,0.2584,1.01165683977903,1
0.3584,0.446622317739848,0,0.373350028171141,0,0.248443174623567,0,0.107570370245526,0,-0.011870634576143,0,-0.0830983655711347,0,-0.097802994531319,0,-0.0668682582934064,0,-0.0141731973778204,0,0.0336695914382091,0,0.0574063228345598,0,0.0512177737738526,0,0.0228278775189222,0,-0.01175919862455,0,-0.036187190709006,0,-0.0408017731331907,0,-0.0259924215381651,0,-0.000813736434173377,0,0.0220217816125272,0,0.0322324242322328,0,0.0263567301885911,0,0.00865881345157517,0,-0.0115382097165996,0,-0.0245791576776166,0,-0.0249520287596233,0,-0.0134964604932514,0,0.00348650750041361,0,0.0175807737127016,0,0.3584,0.987510859607668,1
0.4584,0.563426139696479,0,0.416320448515503,0,0.19124350833808,0,-0.0122152353449568,0,-0.117806188734964,0,-0.109503088743617,0,-0.0311793884240404,0,0.0474237301743408,0,0.0747563116307209,0,0.0439436369481052,0,-0.0121417805593399,0,-0.0497898570245503,0,-0.0455350665944748,0,-0.00888613774107571,0,0.0291880281428273,0,0.0409621557103511,0,0.0211690435770494,0,-0.0119956660681578,0,-0.0326869939286979,0,-0.0269662281454795,0,-0.00171197802077633,0,0.022471617817334,0,0.0276864116280296,0,0.0116941560132594,0,-0.0117784717862704,0,-0.0245461328397297,0,-0.017849370583034,0,0.00183290504386319,0,0.4584,0.977526508696778,1
0.5584,0.674600393909182,0,0.422102203100854,0,0.0872207613609035,0,-0.126255824884389,0,-0.134588367907114,0,-0.016241987105316,0,0.0811220947699954,0,0.0735775022237604,0,-0.00509068095709768,0,-0.0620826301489291,0,-0.0451468615979818,0,0.0151298019029649,0,0.0501323782524139,0,0.0278266177882158,0,-0.0204935177907825,0,-0.0410516860691675,0,-0.0158155830231459,0,0.0232805798502408,0,0.0334218995623658,0,0.00691888803423612,0,-0.0243885582640293,0,-0.0266720250845452,0,-0.000134148828400475,0,0.0242894077509551,0,0.0205583673975548,0,-0.00505932327293681,0,-0.0232769734367844,0,-0.0149829249052378,0,0.5584,0.978899802627784,1
0.6584,0.779034263979187,0,0.390178825009605,0,-0.0381566699278192,0,-0.18091632717901,0,-0.0495167534737198,0,0.0947684840331858,0,0.0745795190771333,0,-0.037014396948325,0,-0.0734444992036466,0,-0.00380230372691623,0,0.05772621498464,0,0.0296286085952315,0,-0.0347914029437359,0,-0.041428402156689,0,0.01060866872037,0,0.0410702093490273,0,0.0100660929922918,0,-0.0316068433013728,0,-0.024003234228631,0,0.0169209394790878,0,0.029750232643948,0,-0.00109136667417008,0,-0.0276298556089788,0,-0.0122959826099382,0,0.0194472514158261,0,0.0207215096590099,0,-0.00795894281152077,0,-0.023068797065499,0,0.6584,0.987775042078571,1
0.7584,0.875684281198003,0,0.323401934530805,0,-0.154192017657825,0,-0.150489053905751,0,0.0730281527957839,0,0.102215220686986,0,-0.041222226784959,0,-0.0788140919468445,0,0.0240165196744617,0,0.0645411203988456,0,-0.0131388479385972,0,-0.0546114648047411,0,0.00561344243617598,0,0.0470819107680685,0,-0.000107629240038095,0,-0.0410176935102233,0,-0.00406454336067318,0,0.0359162996972049,0,0.00729238785854283,0,-0.0314858012048067,0,-0.00981373401332463,0,0.0275468628034313,0,0.0117826638309036,0,-0.023984746169955,0,-0.01330406151691,0,0.0207238621659725,0,0.0144525061611349,0,-0.0177133935139184,0,0.7584,0.999337859437752,1
0.8584,0.963584750541826,0,0.227736512412573,0,-0.23247578183058,0,-0.0492844271242862,0,0.140306808958225,0,-0.00203962872463335,0,-0.0966333138336806,0,0.025864220315723,0,0.0672557065392578,0,-0.0379286379903395,0,-0.0444600225831789,0,0.0431440103775004,0,0.0257970558057713,0,-0.0437024856799984,0,-0.0103996617415227,0,0.0408942293893733,0,-0.00203878430712681,0,-0.0356612747670031,0,0.0116338854804811,0,0.0287921809572981,0,-0.0184678940124135,0,-0.020990152935862,0,0.0226623835256596,0,0.0128902605070234,0,-0.0244099954887513,0,-0.00505519237543171,0,0.0239831398299296,0,-0.00203709610138217,0,0.8584,1.00896079514445,1
0.9584,1.04185739957701,0,0.111728065897069,0,-0.253841366734871,0,0.0750994358241475,0,0.101404069333576,0,-0.10406555604427,0,-0.010476369728284,0,0.0824732170837469,0,-0.0413475746695396,0,-0.0400172545036061,0,0.0580297863616761,0,-0.00288017434801233,0,-0.0469477355535785,0,0.0319384889123043,0,0.0203029022054879,0,-0.0407000305422997,0,0.00809105987766517,0,0.030874178768544,0,-0.0270257851483661,0,-0.0103165473257504,0,0.0310453094540724,0,-0.0107211909663807,0,-0.0213369343355003,0,0.0236653599712142,0,0.0041985293245071,0,-0.0245453625720633,0,0.0121387682842838,0,0.0148261366451653,0,0.9584,1.01345082504794,1
1.0584,1.10972015386788,0,-0.0142607159907716,0,-0.213057732035303,0,0.16416286064343,0,-0.0142392483163031,0,-0.09236783646672,0,0.0910284805725722,0,-0.0141963711376487,0,-0.0566008918419713,0,0.0638029597414148,0,-0.0141322006077293,0,-0.0393060281671293,0,0.0494267014004995,0,-0.014046910487471,0,-0.0290268756037822,0,0.0404354328746419,0,-0.0139407315855033,0,-0.0221633875778263,0,0.0342072530021742,0,-0.0138139510141538,0,-0.0172232805910593,0,0.0295842418619348,0,-0.0136669112643519,0,-0.0134766248678462,0,0.0259761507935594,0,-0.0135000091026889,0,-0.0105242966106651,0,0.0230507659212643,0,1.0584,1.01185099741045,1
1.1584,1.16649495120602,0,-0.138975630591151,0,-0.120110133885317,0,0.176017926986652,0,-0.119106586721767,0,0.0202701713127167,0,0.059176393577563,0,-0.0844816402199738,0,0.0559330012416479,0,-0.00123640793521618,0,-0.0437606135092046,0,0.0552575024670272,0,-0.0322480369755308,0,-0.00653964800604463,0,0.0360648615470597,0,-0.0401008940608411,0,0.0194413209591631,0,0.0106359262520028,0,-0.0309965595633742,0,0.0303725339053758,0,-0.0112446012108667,0,-0.0129934883233747,0,0.027098789306938,0,-0.0233314452310069,0,0.00549121754146186,0,0.0143399566375857,0,-0.0238075681788636,0,0.0178446255201601,0,1.1584,1.00550592404884,1
1.2584,1.21161451658367,0,-0.251276266015165,0,0.00224461402715935,0,0.105089011912074,0,-0.133836434869587,0,0.110756778642881,0,-0.0593692486441212,0,0.00224438149473162,0,0.0421875733231487,0,-0.0630035241697292,0,0.0583169511377727,0,-0.0343274696120527,0,0.00224391647323721,0,0.0258715376491948,0,-0.0410080679844313,0,0.039696992752501,0,-0.0244550907094551,0,0.00224321904938766,0,0.0183691132950477,0,-0.0302828560304989,0,0.0301506126815063,0,-0.0191686831370566,0,0.0022422893532278,0,0.0140547157139856,0,-0.0239277908042134,0,0.024340377983642,0,-0.0158723129997303,0,0.00224112755810404,0,1.2584,0.997379984655235,1
1.3584,1.24462803021813,0,-0.341131140959887,0,0.124049802142135,0,-0.0152649075258583,0,-0.0472815373437183,0,0.080207519115287,0,-0.0909388025148112,0,0.084799162752798,0,-0.066804274342401,0,0.0419731720146284,0,-0.0151215577188851,0,-0.00951436271958252,0,0.0286526382628227,0,-0.0402398249135215,0,0.043569375345927,0,-0.0392244275774934,0,0.0288564937345824,0,-0.0148372812117165,0,-0.00016113157267055,0,0.0135940730065868,0,-0.0234179871330918,0,0.0283590729857655,0,-0.0280441196604752,0,0.0229832069449126,0,-0.0144168754573452,0,0.00406028561648989,0,0.00620916221315744,0,-0.0146681867986417,0,1.3584,0.990875576903129,1
1.4584,1.26520563199398,0,-0.400513787056896,0,0.21548327230462,0,-0.128439502433621,0,0.0750550850135534,0,-0.0379931394831576,0,0.010717202345652,0,0.00975252945906214,0,-0.0249728474342962,0,0.0358645469687356,0,-0.0430488321180502,0,0.0470058530876851,0,-0.0481536728989088,0,0.0468878717587225,0,-0.0436000135007588,0,0.0386840159315439,0,-0.0325353168773494,0,0.0255457233744649,0,-0.0180958019112657,0,0.0105461025482268,0,-0.00322817311408859,0,-0.00356390281024384,0,0.00958087589309668,0,-0.0146241781462625,0,0.0185499396017738,0,-0.0212709827994599,0,0.0227567133600253,0,-0.0230309288138145,0,1.4584,0.988564284242971,1
1.5584,1.27314171731632,0,-0.424119729386784,0,0.254158922165082,0,-0.181206992424265,0,0.140591515371371,0,-0.114674600535969,0,0.0966724806620002,0,-0.0834194294665661,0,0.0732395021399836,0,-0.0651624397251856,0,0.0585876281236272,0,-0.0531233828246715,0,0.0485033769533701,0,-0.0445402123975377,0,0.0410982028724611,0,-0.0380766925643803,0,0.0353994407133312,0,-0.0330076457596799,0,0.0308552319222091,0,-0.0289055860529164,0,0.0271292495521572,0,-0.0255022543943266,0,0.0240049028742103,0,-0.022620858901962,0,0.0213364618328906,0,-0.0201402017441431,0,0.0190223135120099,0,-0.0179744594497666,0,1.5584,0.991266460382874,1
1.6584,1.26835699144394,0,-0.409840319425649,0,0.230607603777237,0,-0.148750002440416,0,0.0997310898046923,0,-0.0660387685751284,0,0.0410023483289838,0,-0.0215542434694243,0,0.00609983420293161,0,0.0062681268603133,0,-0.0161066395538666,0,0.0237838192030093,0,-0.0295626686584093,0,0.0336472586975515,0,-0.0362092578032227,0,0.0374035079628996,0,-0.0373771462636566,0,0.0362747378322912,0,-0.0342408444320497,0,0.0314208948270716,0,-0.0279609114740254,0,0.024006467705082,0,-0.0197011412763515,0,0.0151846625626183,0,-0.0105909114986799,0,0.00604588681338876,0,-0.00166574850839979,0,-0.00244498342873317,0,1.6584,0.997789643213998,1
1.7584,1.25089926177613,0,-0.358951094337649,0,0.150595501263374,0,-0.0463335620259371,0,-0.016603836233184,0,0.0547647419571697,0,-0.0747363203642789,0,0.0803700557323832,0,-0.0748113622463103,0,0.0611095996897536,0,-0.0423248796497005,0,0.0214302059658324,0,-0.00113549044494306,0,-0.0162988860898568,0,0.0292171461636295,0,-0.0366656265341383,0,0.0384189108712396,0,-0.0349317958858591,0,0.0272240905750159,0,-0.0167132991107763,0,0.00501595341217605,0,0.00625870963280327,0,-0.0156990672241157,0,0.0222446235533904,0,-0.0252871338288181,0,0.0247106230449895,0,-0.0208692099591818,0,0.0145090877405951,0,1.7584,1.00540694744373,1
1.8584,1.22094296017697,0,-0.275997837038999,0,0.0337123678385159,0,0.0778742765912174,0,-0.120373310032854,0,0.115720917660418,0,-0.0809861046352976,0,0.0329245491501974,0,0.0131782300694378,0,-0.0457803188901177,0,0.0588417407914844,0,-0.0523406839352533,0,0.0313820504993703,0,-0.0041765209780539,0,-0.0205279954566672,0,0.0358643245912007,0,-0.0384986482709053,0,0.0291494898804889,0,-0.0119366597278666,0,-0.00715544735852705,0,0.0221943312019969,0,-0.0290234389833153,0,0.026319736128002,0,-0.0157358248727421,0,0.00115818500604375,0,0.0126342442257633,0,-0.0214729603270094,0,0.0230092872973318,0,1.8584,1.01090094060083,1
1.9584,1.17878740010981,0,-0.168390514948547,0,-0.091424728993144,0,0.165456626108386,0,-0.133046662627131,0,0.0502163768799785,0,0.0314089441146584,0,-0.075712074786272,0,0.0714154774682966,0,-0.0315090007600349,0,-0.0170871676032106,0,0.0483164793210581,0,-0.0491475683557404,0,0.0238506386234723,0,0.0106465034419812,0,-0.0350009881456204,0,0.0376143618014722,0,-0.0196626735735384,0,-0.00697712758757663,0,0.0271020398878942,0,-0.0305316195165732,0,0.0170064309980495,0,0.00460288758829742,0,-0.0218547318760717,0,0.0257191654882317,0,-0.0151596968183121,0,-0.00293890629499332,0,0.0181028851306108,0,1.9584,1.01180275507543,1
2.0584,1.12485378599606,0,-0.0457413696669977,0,-0.194177863618387,0,0.175222139035681,0,-0.0450329534354832,0,-0.0701650100908109,0,0.0977898161533099,0,-0.0436358697558705,0,-0.0315812122279902,0,0.0661533813061449,0,-0.0415889607852333,0,-0.0120435392733134,0,0.0473664707163459,0,-0.0389488749195422,0,-0.000146623437901075,0,0.034077110509974,0,-0.0357881944030678,0,0.00767699443542425,0,0.0237712639844084,0,-0.0321930451701583,0,0.0129062808471407,0,0.0153911120552084,0,-0.028260274865732,0,0.0162773267093107,0,0.00843569998351941,0,-0.0240943001929611,0,0.0182144518742509,0,0.00264864774172909,0,2.0584,1.00738638950506,1
2.1584,1.05968100467986,0,0.0809937159376167,0,-0.249389485040104,0,0.102577942053048,0,0.0770607971148015,0,-0.113869529753936,0,0.0209083784301894,0,0.0695387161485389,0,-0.0632773468307862,0,-0.011264395218005,0,0.0590792172967728,0,-0.0322678364627562,0,-0.0267471228550428,0,0.0465745469318572,0,-0.010361772993515,0,-0.0330942897149043,0,0.0330658741477178,0,0.00528432801884477,0,-0.0333436918903704,0,0.0196379030312901,0,0.0156939409333336,0,-0.0293439209362848,0,0.00731140687661369,0,0.0214514232307175,0,-0.0225724407049029,0,-0.00305452158005723,0,0.0231341556283031,0,-0.0143488519359937,0,2.1584,0.999058144542845,1
2.2584,0.983920241048869,0,0.200493874117155,0,-0.243541862761643,0,-0.0183102639016908,0,0.14083647273437,0,-0.033136543999068,0,-0.086603882676279,0,0.0534738181316952,0,0.047887087733541,0,-0.0588700584041289,0,-0.0180628646449354,0,0.0550421106607405,0,-0.00450989729721283,0,-0.0452646258967748,0,0.020268319624862,0,0.0320542257450023,0,-0.0295155691873805,0,-0.0175740830575939,0,0.0327863083147217,0,0.00368146877583125,0,-0.0309487869750577,0,0.00813092637847818,0,0.0251778471506929,0,-0.0168088356357213,0,-0.0168557787825639,0,0.0217852178491654,0,0.00743551246476116,0,-0.0229858430673685,0,2.2584,0.989984534442466,1
2.3584,0.898328471610109,0,0.302084511642932,0,-0.178066698659729,0,-0.130586866637699,0,0.0980299135807274,0,0.0838083140830848,0,-0.0672412527706819,0,-0.0619735396342906,0,0.0509373716261596,0,0.0493285465834043,0,-0.0408412835889528,0,-0.0410786405250073,0,0.0339732737079114,0,0.0352704276523385,0,-0.0289976078737279,0,-0.0309587175983482,0,0.0252261807920493,0,0.0276304071857308,0,-0.0222684463523954,0,-0.0249828972538499,0,0.0198862668055073,0,0.0228261838148102,0,-0.017926175712767,0,-0.0210349452149291,0,0.0162848182265062,0,0.0195231765143326,0,-0.0148900410546959,0,-0.0182298925008982,0,2.3584,0.98406085844763,1
2.4584,0.803760901030932,0,0.376690839427208,0,-0.0689945964326878,0,-0.181446425517921,0,-0.018963729793387,0,0.109166796421676,0,0.0506299699734649,0,-0.0622414876740392,0,-0.0610130875093724,0,0.0269752494862188,0,0.059299990498417,0,-0.000302684323567938,0,-0.04992504536343,0,-0.0185093962582411,0,0.0360426086447418,0,0.0298096601747861,0,-0.0203051172210436,0,-0.0341752761056975,0,0.00498543180049373,0,0.0325903155623347,0,0.00808658224114791,0,-0.0264283575279207,0,-0.0176203220704747,0,0.0173300253501774,0,0.0229304188486471,0,-0.00702656547021609,0,-0.0239448257155155,0,-0.00285210454056355,0,2.4584,0.984549767936168,1
2.5584,0.701162417216685,0,0.417648496405402,0,0.0569697892717468,0,-0.146968895298458,0,-0.121606000531048,0,0.0152269568075709,0,0.0943281680930815,0,0.0531679623028982,0,-0.0352149708150524,0,-0.0667701800282738,0,-0.019033454822916,0,0.0414819831386293,0,0.0460209889896951,0,-0.00180276860707843,0,-0.040994122440079,0,-0.0286090409983113,0,0.0148756041707685,0,0.0363769245126481,0,0.013812156616217,0,-0.0223338284877005,0,-0.0291829890411515,0,-0.001641256181562,0,0.0253547554669136,0,0.0206055535111958,0,-0.00773120472387956,0,-0.0248349472252474,0,-0.0116587526672334,0,0.014187491938867,0,2.5584,0.992836836574328,1
2.6584,0.591558150303088,0,0.421298857061841,0,0.168985983671597,0,-0.0433695971677934,0,-0.132219274469868,0,-0.0953530193236187,0,-0.000164621031060475,0,0.0697633934174011,0,0.0700875977219666,0,0.0161969556752591,0,-0.0400820594495635,0,-0.054974217037237,0,-0.0238137976570704,0,0.0217690620105649,0,0.0435645471679313,0,0.0273589367792594,0,-0.0090735991465675,0,-0.0339555523401861,0,-0.0284136127289,0,-0.000164620410961064,0,0.025463579623396,0,0.0277439857654032,0,0.00693097017443478,0,-0.0178405758860109,0,-0.0258143494717304,0,-0.0117475491149743,0,0.0110181991743655,0,0.0229605979607147,0,2.6584,1.00771437127168,1
2.7584,0.47604322989479,0,0.387315845550778,0,0.239628515676422,0,0.080627100179532,0,-0.0427716374849213,0,-0.101730476270394,0,-0.0944162399590324,0,-0.0432982278445182,0,0.0171541686453021,0,0.0562975664587504,0,0.0595039979778205,0,0.0317740220624585,0,-0.00786444507991913,0,-0.03755883643611,0,-0.0436045831274161,0,-0.026061509822213,0,0.00304438702422806,0,0.027218883606592,0,0.0343830150965571,0,0.0225728350361945,0,-9.11616228176307e-05,0,-0.0205982768683825,0,-0.0282767942644151,0,-0.0201635117299242,0,-0.0018981862462704,0,0.0159543230314723,0,0.0238751663735916,0,0.0183554716099572,0,2.7584,1.02541464146811,1
2.8584,0.355771842892353,0,0.31873506308055,0,0.251601629707007,0,0.166703612479232,0,0.0790447220300946,0,0.00306392038956335,0,-0.0503478461532989,0,-0.0758889843671854,0,-0.0745080380902947,0,-0.0525977874270959,0,-0.0199986637248768,0,0.0126336790375731,0,0.0364148975882632,0,0.0461427334063595,0,0.0411119048830859,0,0.0247190042858707,0,0.00306105795017152,0,-0.0170230588077801,0,-0.0299068596584795,0,-0.0326080798893479,0,-0.0253587758557949,0,-0.0112324411351593,0,0.00499028873017976,0,0.0183401738081158,0,0.0251062790429361,0,0.0238083071268727,0,0.0154533598446876,0,0.0030553378849606,0,2.8584,1.04028727905856,1
2.9584,0.231945701238271,0,0.221682626698425,0,0.201973889871714,0,0.174376811014151,0,0.141041611791103,0,0.10451004108052,0,0.0674802602194762,0,0.0325618790614413,0,0.00204573233208919,0,-0.0222889346281812,0,-0.0393115030204069,0,-0.0486090568690188,0,-0.0504826803473458,0,-0.0458738832223092,0,-0.0362312963347553,0,-0.0233337423013269,0,-0.00908985262485473,0,0.00466383091078692,0,0.0163450021528727,0,0.0247696821030384,0,0.0292448248561792,0,0.0296021830832004,0,0.0261729304598778,0,0.019709091247605,0,0.0112634494296353,0,0.00204369733979363,0,-0.00674127416231864,0,-0.0140250203913187,0,2.9584,1.04544600098834,1
3.0584,0.105802034808472,0,0.104827941499881,0,0.102895897710159,0,0.100037870616282,0,0.0963010216305273,0,0.091746778178739,0,0.0864496272812829,0,0.0804956567788821,0,0.0739808753947107,0,0.0670093474706834,0,0.0596911820565131,0,0.0521404189801366,0,0.0444728565236824,0,0.0368038663285075,0,0.0292462411372839,0,0.0219081199554763,0,0.014891033206822,0,0.0082881075181788,0,0.00218246597016267,0,-0.00335414491738007,0,-0.00826247542321163,0,-0.0124966198078539,0,-0.0160245763296521,0,-0.0188285124053676,0,-0.0209047337609509,0,-0.0222633629123055,0,-0.0229277386221621,0,-0.0229335539552542,0,3.0584,1.03117562491225,1
3.1416,-9.35373998694463e-06,0,-9.35373998608307e-06,0,-9.35373998503844e-06,0,-9.35373998282531e-06,0,-9.35373998027654e-06,0,-9.35373997700247e-06,0,-9.35373997302718e-06,0,-9.35373996836193e-06,0,-9.3537399624805e-06,0,-9.3537399565067e-06,0,-9.35373995027461e-06,0,-9.35373994249598e-06,0,-9.3537399341042e-06,0,-9.3537399257561e-06,0,-9.35373991605551e-06,0,-9.35373990630128e-06,0,-9.35373989528419e-06,0,-9.35373988413928e-06,0,-9.35373987180007e-06,0,-9.35373985927464e-06,0,-9.35373984560912e-06,0,-9.35373983128946e-06,0,-9.35373981631312e-06,0,-9.35373980144796e-06,0,-9.35373978512091e-06,0,-9.35373976813433e-06,0,-9.35373975048667e-06,0,-9.35373973283459e-06,0,3.1416,-0.000261904717175269,1
