
"F(x) = Serie de Fourier - f(x) = x^4 - 3x"
,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,,,,
x,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,501,502,503,504,505,506,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,525,526,527,528,529,530,531,532,533,534,535,536,537,538,539,540,541,542,543,544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563,564,565,566,567,568,569,570,571,572,573,574,575,576,577,578,579,580,581,582,583,584,585,586,587,588,589,590,591,592,593,594,595,596,597,598,599,600,601,602,603,604,605,606,607,608,609,610,611,612,613,614,615,a0,x,F(X),f(x)
-3.1416,30.9567911294183,16.7391647219107,8.18034501681666,4.74725812003376,3.08142932780853,2.15616430487138,1.59132823314845,1.22193771956455,0.967415704808368,0.78472427150826,0.649213283004317,0.545952460218433,0.465475514327541,0.401547435994047,0.349927038860105,0.307648635072323,0.272588255894783,0.243192607870785,0.218304593150896,0.197048007433303,0.17874955131894,0.162884972417177,0.149041170769264,0.136889082388691,0.126163975744385,0.116650933155207,0.108174014866037,0.100588075939316,0.0937725190507725,0.0876264770492273,0.082065063257768,0.0770164274261137,0.0724194254462232,0.0682217608607077,0.064378492091495,0.0608508254062977,0.0576051327913464,0.0546121480879036,0.0518463053552081,0.0492851914150099,0.0469090906033872,0.0447006044006862,0.0426443321896235,0.0407266021679674,0.0389352436095693,0.0372593933692571,0.0356893308715289,0.0342163368902306,0.0328325722786558,0.0315309734931166,0.0303051623039649,0.0291493675344571,0.0280583570305807,0.0270273783614911,0.0260521069932565,0.0251286008786113,0.0242532605708302,0.0234227941069292,0.0226341860193701,0.0218846699308449,0.0211717042663224,0.0204929506836532,0.0198462548805009,0.0192296294829884,0.0186412387620458,0.0180793849576581,0.0175424960205867,0.0170291146061421,0.0165378881759067,0.0160675600818255,0.0156169615227468,0.0151850042772178,0.0147706741281102,0.0143730249047636,0.0139911730773141,0.0136242928454352,0.0132716116704984,0.0129324062060041,0.0126059985861853,0.0122917530372208,0.0119890727794274,0.0116973971921715,0.0114161992164055,0.0111449829722708,0.0108832815717306,0.0106306551081079,0.0103866888064488,0.0101509913201386,0.00992319316067132,0.00970294524887415,0.00948991757691457,0.00928379797155435,0.00908429094993264,0.00889111666011573,0.00870400989928271,0.00852271920308074,0.00834700600037514,0.0081766438280533,0.00801141760102447,0.00785112293308724,0.00769556550460283,0.00754456047336197,0.00739793192525471,0.00725551236175881,0.00711714222142648,0.0069826694327873,0.00685194899638697,0.00672484259378599,0.0066012182215208,0.00648094984827621,0.00636391709357658,0.00625000492643854,0.00613910338263561,0.0060311072992269,0.00592591606519006,0.00582343338700555,0.00572356706822997,0.00562622880208814,0.00553133397618695,0.00543880148859718,0.00534855357452983,0.00526051564289001,0.00517461612212116,0.00509078631469887,0.00500896025975579,0.00492907460328014,0.00485106847546364,0.00477488337472999,0.00470046305800738,0.00462775343690957,0.00455670247944269,0.004487260116881,0.00441937815554789,0.00435301019318766,0.00428811153963442,0.00422463914157354,0.00416255151111827,0.00410180865801043,0.0040423720251984,0.00398420442764616,0.00392726999416916,0.00387153411210544,0.00381696337470686,0.00376352553107851,0.00371118943850525,0.00365992501707907,0.00360970320646574,0.00356049592472291,0.00351227602902343,0.00346501727822576,0.0034186942971735,0.00337328254261353,0.00332875827068799,0.00328509850589914,0.00324228101145138,0.00320028426093926,0.00315908741129375,0.00311867027690378,0.00307901330489485,0.00304009755147291,0.00300190465930625,0.00296441683586053,0.00292761683268225,0.00289148792555116,0.00285601389548245,0.00282117901051935,0.00278696800827437,0.0027533660792342,0.00272035885071787,0.00268793237149338,0.00265607309705805,0.00262476787548051,0.00259400393381385,0.00256376886508899,0.00253405061579179,0.00250483747383674,0.00247611805705338,0.00244788130206687,0.00242011645366908,0.00239281305456424,0.00236596093550981,0.00233955020586931,0.00231357124449197,0.0022880146909384,0.00226287143707041,0.00223813261892366,0.00221378960888354,0.0021898340081843,0.0021662576396528,0.00214305254071881,0.00212021095671294,0.00209772533437637,0.00207558831560524,0.00205379273145188,0.00203233159630935,0.00201119810230306,0.0019903856139124,0.00196988766275094,0.00194969794252988,0.00192981030423128,0.00191021875139822,0.00189091743563827,0.00187190065224812,0.00185316283598799,0.00183469855702973,0.00181650251701271,0.0017985695452326,0.00178089459498767,0.00176347274001773,0.00174629917106162,0.00172936919255754,0.00171267821942325,0.00169622177394182,0.00167999548277759,0.00166399507406064,0.00164821637456542,0.00163265530700849,0.00161730788740473,0.00160217022250776,0.00158723850735957,0.00157250902288982,0.00155797813359065,0.00154364228529488,0.0015294980029778,0.00151554188867272,0.00150177061942073,0.00148818094528351,0.00147476968744397,0.00146153373633802,0.00144847004984307,0.00143557565154782,0.00142284762904778,0.00141028313229183,0.00139787937200433,0.00138563361812808,0.00137354319831337,0.00136160549647734,0.00134981795137997,0.00133817805524167,0.00132668335242655,0.00131533143813855,0.00130411995715514,0.00129304660262261,0.00128210911486083,0.00127130528020201,0.00126063292989012,0.00125008993897012,0.00123967422524964,0.00122938374826246,0.00121921650826093,0.00120917054526084,0.00119924393808852,0.00118943480345418,0.00117974129507486,0.00117016160279743,0.00116069395174551,0.00115133660151334,0.00114208784535789,0.00113294600941258,0.00112390945194586,0.00111497656261602,0.00110614576174596,0.0010974154996405,0.00108878425589854,0.00108025053874337,0.00107181288439357,0.00106346985642744,0.00105522004516406,0.00104706206708562,0.00103899456423696,0.00103101620367827,0.00102312567692677,0.00101532169941272,0.00100760300997163,0.000999968370327186,0.0009924165645871,0.000984946398773947,0.000977556700345689,0.000970246317728207,0.000963014119881387,0.000955858995854208,0.000948779854350823,0.000941775623329028,0.000934845249587034,0.000927987698360352,0.000921201952949971,0.000914487014338239,0.000907841900814042,0.00090126564762827,0.000894757306636455,0.000888315945949973,0.000881940649618925,0.000875630517287719,0.000869384663893577,0.000863202219349111,0.000857082328232378,0.000851024149504867,0.000845026856215549,0.000839089635211817,0.000833211686877606,0.000827392224857238,0.000821630475785631,0.000815925679044984,0.000810277086506885,0.000804683962280323,0.000799145582485484,0.000793661235012751,0.000788230219287145,0.000782851846057942,0.00077752543717327,0.000772250325359755,0.000767025854026751,0.000761851377055376,0.000756726258592217,0.000751649872869252,0.000746621603995417,0.000741640845784997,0.000736707001568378,0.000731819484006933,0.000726977714931115,0.000722181125162978,0.000717429154342549,0.000712721250776928,0.000708056871273744,0.00070343548097817,0.000698856553234331,0.000694319569416358,0.00068982401880664,0.000685369398424915,0.000680955212900174,0.000676580974345301,0.000672246202197411,0.000667950423098333,0.000663693170777641,0.000659473985901495,0.000655292415961107,0.000651148015163556,0.000647040344288562,0.000642968970584374,0.000638933467665823,0.000634933415378495,0.000630968399701515,0.000627038012652349,0.000623141852157869,0.000619279521963569,0.000615450631544635,0.000611654795983462,0.000607891635884846,0.000604160777292908,0.00060046185157463,0.000596794495344507,0.00059315835036749,0.000589553063487021,0.000585978286515983,0.000582433676164325,0.00057891889396815,0.000575433606185809,0.000571977483730278,0.000568550202102871,0.000565151441294169,0.000561780885720818,0.000558438224163577,0.000555123149672762,0.000551835359509185,0.000548574555086245,0.000545340441879613,0.000542132729372032,0.000538951130999198,0.000535795364063416,0.000532665149682017,0.000529560212736773,0.000526480281791293,0.000523425089042815,0.000520394370274939,0.00051738786477852,0.000514405315306636,0.000511446468030413,0.000508511072463217,0.000505598881418586,0.000502709650968959,0.000499843140372966,0.000496999112036138,0.000494177331472359,0.000491377567234068,0.000488599590875578,0.000485843176917071,0.000483108102777559,0.000480394148740629,0.000477701097920842,0.000475028736199276,0.000472376852191562,0.00046974523721653,0.000467133685234185,0.000464541992815904,0.000461969959115176,0.000459417385807889,0.000456884077067973,0.000454369839522943,0.00045187448223072,0.00044939781662278,0.000446939656478864,0.00044449981790216,0.000442078119264458,0.000439674381182617,0.000437288426495444,0.000434920080210761,0.000432569169483506,0.000430235523594224,0.000427918973897933,0.000425619353803766,0.000423336498754974,0.000421070246179496,0.000418820435471051,0.000416586907970562,0.000414369506918346,0.000412168077436559,0.000409982466511971,0.000407812522949675,0.00040565809735682,0.000403519042126649,0.000401395211393651,0.000399286461018509,0.000397192648573321,0.000395113633298127,0.000393049276086997,0.000390999439474372,0.00038896398759289,0.000386942786160551,0.000384935702468109,0.000382942605338139,0.000380963365113213,0.000378997853644282,0.000377045944250923,0.000375107511710465,0.000373182432247312,0.000371270583494302,0.000369371844482736,0.000367486095632586,0.000365613218714913,0.000363753096842743,0.000361905614462116,0.000360070657315505,0.000358248112436582,0.000356437868126645,0.000354639813949807,0.000352853840697691,0.000351079840382105,0.000349317706227861,0.000347567332638368,0.000345828615189012,0.000344101450620656,0.000342385736806097,0.000340681372744103,0.00033898825855357,0.000337306295440789,0.000335635385694114,0.000333975432678727,0.000332326340804694,0.000330688015522214,0.000329060363316972,0.000327443291678933,0.000325836709098157,0.000324240525060693,0.000322654650018088,0.000321078995383728,0.00031951347352925,0.000317957997754734,0.000316412482285537,0.0003148768422692,0.000313350993746286,0.00031183485364769,0.000310328339792003,0.000308831370856977,0.000307343866377275,0.000305865746742279,0.000304396933168147,0.000302937347695984,0.000301486913190066,0.000300045553310464,0.000298613192511616,0.00029718975604094,0.000295775169912007,0.000294369360903488,0.000292972256558139,0.000291583785156495,0.000290203875716175,0.000288832457991218,0.000287469462446276,0.000286114820259053,0.000284768463306011,0.000283430324164958,0.000282100336089878,0.000280778433010995,0.000279464549534855,0.000278158620919614,0.000276860583075403,0.000275570372564695,0.000274287926578036,0.000273013182934685,0.000271746080083264,0.000270486557077905,0.000269234553579155,0.000267990009854891,0.000266752866756869,0.000265523065721881,0.000264300548772917,0.000263085258496102,0.000261877138042093,0.000260676131127473,0.000259482182012066,0.000258295235500554,0.000257115236944097,0.000255942132218005,0.000254775867723571,0.000253616390389898,0.000252463647651921,0.000251317587452439,0.000250178158244144,0.000249045308967973,0.000247918989055335,0.000246799148430325,0.000245685737488398,0.000244578707098782,0.000243478008606864,0.000242383593813178,0.000241295414975986,0.000240213424813837,0.000239137576484853,0.000238067823589468,0.000237004120173154,0.000235946420705988,0.000234894680085553,0.000233848853639806,0.000232808897106932,0.000231774766638386,0.000230746418801904,0.000229723810561628,0.000228706899283822,0.000227695642727335,0.000226689999049351,0.000225689926785855,0.000224695384854983,0.000223706332560338,0.000222722729571713,0.000221744535928553,0.000220771712043402,0.000219804218682854,0.000218842016971141,0.000217885068393681,0.00021693333477827,0.000215986778298777,0.000215045361478795,0.000214109047173063,0.000213177798571259,0.000212251579201755,0.000211330352913253,0.000210414083878681,0.000209502736599035,0.000208596275885238,0.000207694666862112,0.000206797874972325,0.000205905865958444,0.000205018605867001,0.000204136061052516,0.00020325819815976,0.000202384984127892,0.000201516386194572,0.000200652371878405,0.000199792908983168,0.000198937965601986,0.000198087510099974,0.000197241511118529,0.000196399937579582,0.000195562758668418,0.000194729943838041,0.000193901462813487,0.000193077285574828,0.000192257382361594,0.000191441723677155,0.000190630280271893,0.000189823023147688,0.000189019923562357,0.000188220953012993,0.000187426083242846,0.000186635286234135,0.000185848534214913,0.000185065799642628,0.000184287055208726,0.000183512273843222,0.000182741428698414,0.00018197449315354,0.000181211440819395,0.000180452245522198,0.000179696881308293,0.000178945322448816,0.000178197543423705,0.000177453518926452,0.000176713223868804,0.000175976633364923,0.00017524372273618,0.000174514467515889,0.000173788843433617,0.000173066826420007,0.000172348392611559,0.000171633518335069,0.000170922180112491,0.000170214354665753,0.000169510018901333,0.000168809149915148,0.000168111724997407,0.000167417721617316,0.000166727117427999,0.000166039890271382,0.000165356018163022,0.000164675479297063,38.963636413601,-3.1416,97.2537007952143,106.834802176508
