
"F(x) = Serie de Fourier - Triangle wave"
,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,n =,,,,
x,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500,a0,x,F(X),f(x)
-3.1416,5.95477582127424e-06,0,-1.98492527357525e-06,0,1.19095516401214e-06,0,-8.50682259807399e-07,0,6.61641757447689e-07,0,-5.41343255904078e-07,0,4.58059677878009e-07,0,-3.96985053962941e-07,0,3.50280929747052e-07,0,-3.13409252731413e-07,0,2.83560752282351e-07,0,-2.58903295346841e-07,0,2.38191031505399e-07,0,-2.20547251197052e-07,0,2.05337095729132e-07,0,-1.92089540965648e-07,0,1.80447750391557e-07,0,-1.70136450166466e-07,0,1.60939885080295e-07,0,-1.5268655743582e-07,0,1.45238432470665e-07,0,-1.38483156329792e-07,0,1.3232834916993e-07,0,-1.26697355386881e-07,0,1.2152603454672e-07,0,-1.16760307489711e-07,0,1.12354257938499e-07,0,-1.08268648354596e-07,0,1.0446974820016e-07,0,-1.00928400591415e-07,0,9.76192724910679e-08,0,-9.4520247755454e-08,0,9.16119322332735e-08,0,-8.88772474767583e-08,0,8.63010951637527e-08,0,-8.38700781863489e-08,0,8.15722676128488e-08,0,-7.93970069350318e-08,0,7.73347468022913e-08,0,-7.53769048987393e-08,0,7.35157465407291e-08,0,-7.1744282556291e-08,0,7.0056181581065e-08,0,-6.84456944387412e-08,0,6.69075887302808e-08,0,-6.54370920649609e-08,0,6.4029842558015e-08,0,-6.26818456626177e-08,0,6.1389436263562e-08,0,-6.01492454169793e-08,0,5.89581710399553e-08,0,-5.78133519699728e-08,0,5.67121450552351e-08,0,-5.56521047500667e-08,0,5.463096499869e-08,0,-5.36466230761555e-08,0,5.26971251080289e-08,0,-5.17806531560184e-08,0,5.08955135747266e-08,0,-5.00401265775044e-08,0,4.92130168360596e-08,0,-4.84128049658162e-08,0,4.76381998750001e-08,0,-4.68879917915079e-08,0,4.61610459680458e-08,0,-4.54562969630857e-08,0,4.47727434136681e-08,0,-4.410944329702e-08,0,4.34655096065072e-08,0,-4.28401063764137e-08,0,4.2232445081245e-08,0,-4.16417813018005e-08,0,4.10674116904115e-08,0,-4.05086711833478e-08,0,3.99649304164667e-08,0,-3.94355933777258e-08,0,3.89200952129934e-08,0,-3.84179002220038e-08,0,3.79285000070242e-08,0,-3.74514117426027e-08,0,3.69861766019064e-08,0,-3.65323582700987e-08,0,3.60895415956327e-08,0,-3.56573313026529e-08,0,3.52353508365812e-08,0,-3.4823241259273e-08,0,3.44206602214988e-08,0,-3.40272810335895e-08,0,3.36427917684303e-08,0,-3.32668944426593e-08,0,3.28993042348854e-08,0,-3.25397487834285e-08,0,3.21879675042892e-08,0,-3.18437109534269e-08,0,3.15067402532428e-08,0,-3.11768265313718e-08,0,3.0853750394861e-08,0,-3.05373014589686e-08,0,3.02272778823947e-08,0,-2.99234859309876e-08,0,2.9625739588436e-08,0,-2.93338601667932e-08,0,2.90476759534932e-08,0,-2.87670218656687e-08,0,2.84917391459085e-08,0,-2.82216750559578e-08,0,2.79566825880396e-08,0,-2.76966202105663e-08,0,2.74413516096298e-08,0,-2.71907454449902e-08,0,2.69446751366059e-08,0,-2.67030186435011e-08,0,2.64656582657549e-08,0,-2.62324804460329e-08,0,2.60033755994661e-08,0,-2.57782379362708e-08,0,2.55569652937794e-08,0,-2.53394589923242e-08,0,2.51256236831398e-08,0,-2.49153672041567e-08,0,2.47086004574948e-08,0,-2.45052372784843e-08,0,2.43051943113394e-08,0,-2.41083909046884e-08,0,2.39147489968322e-08,0,-2.37241930155571e-08,0,2.35366497739196e-08,0,-2.33520483853794e-08,0,2.31703201699361e-08,0,-2.29913985648157e-08,0,2.2815219051625e-08,0,-2.26417190744658e-08,0,2.24708379619432e-08,0,-2.23025168644887e-08,0,2.21366986813944e-08,0,-2.19733279988368e-08,0,2.1812351023095e-08,0,-2.16537155290839e-08,0,2.14973707999887e-08,0,-2.13432675696542e-08,0,2.11913579780895e-08,0,-2.10415955182024e-08,0,2.08939349849277e-08,0,-2.07483324366912e-08,0,2.06047451482633e-08,0,-2.04631315656961e-08,0,2.03234512729006e-08,0,-2.01856649487288e-08,0,2.00497343322328e-08,0,-1.99156221830492e-08,0,1.97832922536978e-08,0,-1.96527092537003e-08,0,1.95238388152326e-08,0,-1.93966474690338e-08,0,1.92711026123358e-08,0,-1.91471724781435e-08,0,1.90248261142689e-08,0,-1.89040333536582e-08,0,1.87847647914884e-08,0,-1.86669917576219e-08,0,1.855068629917e-08,0,-1.84358211555529e-08,0,1.8322369734582e-08,0,-1.82103060981317e-08,0,1.80996049344921e-08,0,-1.79902415496661e-08,0,1.78821918378384e-08,0,-1.77754322688954e-08,0,1.76699398762089e-08,0,-1.75656922302481e-08,0,1.7462667427726e-08,0,-1.73608440809563e-08,0,1.72602012934805e-08,0,-1.71607186506391e-08,0,1.70623762103047e-08,0,-1.69651544788183e-08,0,1.68690344102878e-08,0,-1.67739973835701e-08,0,1.66800251948359e-08,0,-1.65871000502342e-08,0,1.64952045459314e-08,0,-1.64043216616811e-08,0,1.63144347544638e-08,0,-1.62255275398853e-08,0,1.61375840866305e-08,0,-1.60505888109629e-08,0,1.59645264593496e-08,0,-1.58793821036955e-08,0,1.57951411365993e-08,0,-1.57117892550918e-08,0,1.56293124565555e-08,0,-1.55476970346514e-08,0,1.54669295640652e-08,0,-1.53869968970342e-08,0,1.5307886159866e-08,0,-1.52295847386019e-08,0,1.51520802760805e-08,0,-1.50753606689801e-08,0,1.49994140531493e-08,0,-1.49242288069921e-08,0,1.48497935372801e-08,0,-1.47760970769761e-08,0,1.47031284830196e-08,0,-1.46308770240649e-08,0,1.45593321786926e-08,0,-1.44884836335739e-08,0,1.44183212718704e-08,0,-1.43488351717879e-08,0,1.42800156050785e-08,0,-1.42118530260466e-08,0,1.41443380704075e-08,0,-1.40774615540887e-08,0,1.40112144627942e-08,0,-1.39455879511335e-08,0,1.38805733416882e-08,0,-1.38161621150918e-08,0,1.37523459093981e-08,0,-1.36891165193838e-08,0,1.36264658871045e-08,0,-1.35643861014754e-08,0,1.35028693977838e-08,0,-1.34419081477466e-08,0,1.33814948639752e-08,0,-1.33216221902827e-08,0,1.32622829015669e-08,0,-1.32034699036213e-08,0,1.31451762247972e-08,0,-1.30873950160401e-08,0,1.30301195508544e-08,0,-1.29733432173266e-08,0,1.29170595182991e-08,0,-1.28612620714702e-08,0,1.28059446017544e-08,0,-1.27511009415772e-08,0,1.26967250310959e-08,0,-1.26428109108742e-08,0,1.25893527222838e-08,0,-1.25363447078323e-08,0,1.24837812041317e-08,0,-1.24316566423944e-08,0,1.2379965548856e-08,0,-1.23287025380186e-08,0,1.22778623132301e-08,0,-1.22274396671914e-08,0,1.21774294746859e-08,0,-1.21278266970863e-08,0,1.20786263752289e-08,0,-1.20298236301099e-08,0,1.19814136635115e-08,0,-1.19333917518969e-08,0,0,-3.1416,4.67091525493243e-06,4.67686999387506e-06
-3.0416,-0.0809159945047933,0,0.0266136211701319,0,-0.0155432630007474,0,0.0106561491187188,0,-0.00783836496270263,0,0.00596988233622679,0,-0.00462136174931249,0,0.00359347848217059,0,-0.0027814057293587,0,0.00212487127277405,0,-0.00158674440114795,0,0.00114279229186959,0,-0.000776356009158754,0,0.000475399768989194,0,-0.000230791760616406,0,3.52637388139946e-05,0,0.000117235805806543,0,-0.000231950197238235,0,0.00031357350220424,0,-0.000366412649481356,0,0.000394485468519748,0,-0.00040157570209108,0,0.000391259031786811,0,-0.000366909800126168,0,0.000331695319616786,0,-0.000288562803656283,0,0.000240222673532911,0,-0.000189131073981609,0,0.000137473736180539,0,-8.71527819303135e-05,0,3.97776171129229e-05,0,3.33931345411681e-06,0,-4.11814618355019e-05,0,7.30216382427766e-05,0,-9.84100793485842e-05,0,0.000117157418895272,0,-0.000129313037309597,0,0.000135139416472096,0,-0.000135083243037538,0,0.00012974408867878,0,-0.000119841548578311,0,0.000106181741160328,0,-8.96240637632398e-05,0,7.10490626361644e-05,0,-5.13282138461217e-05,0,3.12963275059339e-05,0,-1.17271847599773e-05,0,-6.68710083625364e-06,0,2.33526342958772e-05,0,-3.77859738828818e-05,0,4.96219572256352e-05,0,-5.86171604751919e-05,0,6.46491594462244e-05,0,-6.77118787297918e-05,0,6.79074182866726e-05,0,-6.54348342954305e-05,0,6.05764199238067e-05,0,-5.36820807510009e-05,0,4.51524280041969e-05,0,-3.54212204787656e-05,0,2.49377735432357e-05,0,-1.41499221666235e-05,0,3.48807619139918e-06,0,6.64915765306355e-06,0,-1.59073886044616e-05,0,2.3986576728623e-05,0,-3.06486687423072e-05,0,3.5722608614663e-05,0,-3.91066914539385e-05,0,4.0768320606676e-05,0,-4.0741313170377e-05,0,3.91209756777445e-05,0,-3.60572373627423e-05,0,3.17461814193846e-05,0,-2.64203537519852e-05,0,2.03382531399315e-05,0,-1.37734162693244e-05,0,7.00350599555043e-06,0,-2.99792255863078e-07,0,-6.08261654929157e-06,0,1.19134765554625e-05,0,-1.69947824926752e-05,0,2.11666083232865e-05,0,-2.43112735203843e-05,0,2.63557598998117e-05,0,-2.72723696988803e-05,0,2.70776790093162e-05,0,-2.58298995916168e-05,0,2.36248146262657e-05,0,-2.0590498488228e-05,0,1.6881065895603e-05,0,-1.26697208816279e-05,0,8.14139046087683e-06,0,-3.48523148852788e-06,0,-1.11270768553333e-06,0,5.47640595711889e-06,0,-9.44612951657031e-06,0,1.2883827533596e-05,0,-1.56774974323192e-05,0,1.77443979030221e-05,0,-1.9033034800382e-05,0,1.95238930956592e-05,0,-1.9228935309639e-05,0,1.81899316677182e-05,0,-1.64757280455002e-05,0,1.41785932645893e-05,0,-1.14098163426866e-05,0,8.29474605774996e-06,0,-4.96747910250243e-06,0,1.56540893496776e-06,0,1.7761547732604e-06,0,-4.92909608179474e-06,0,7.77714907673656e-06,0,-1.02199406616285e-05,0,1.21762883434534e-05,0,-1.35866538231667e-05,0,1.44146881474898e-05,0,-1.46478403882093e-05,0,1.42970379072303e-05,0,-1.33954809066245e-05,0,1.19966259128843e-05,0,-1.01714609997798e-05,0,8.00519898385862e-06,0,-5.59353280218483e-06,0,3.03860929798871e-06,0,-4.44883426761151e-07,0,-2.08498557785591e-06,0,4.45404106994545e-06,0,-6.57459604726481e-06,0,8.3713347386735e-06,0,-9.78384447528918e-06,0,1.07684983118921e-05,0,-1.12996358613877e-05,0,1.13700180049436e-05,0,-1.09905594502832e-05,0,1.01893704627701e-05,0,-9.01016448574374e-06,0,7.51011089603306e-06,0,-5.75723103728466e-06,0,3.82745032435994e-06,0,-1.80142917893006e-06,0,-2.38699410357591e-07,0,2.21255786805509e-06,0,-4.0445945354952e-06,0,5.66688304781983e-06,0,-7.02155037564319e-06,0,8.06275022186087e-06,0,-8.75811809097284e-06,0,9.08966588740726e-06,0,-9.05409648404156e-06,0,8.66254144784443e-06,0,-7.93974714791871e-06,0,6.92275498207778e-06,0,-5.65913969958276e-06,0,4.20488513213551e-06,0,-2.62198856087461e-06,0,9.75893074406772e-07,0,6.67148605079734e-07,0,-2.24267529319118e-06,0,3.69048388864345e-06,0,-4.95686930293794e-06,0,5.99655676108515e-06,0,-6.77425927935422e-06,0,7.26580919260064e-06,0,-7.45883025012944e-06,0,7.35293531294194e-06,0,-6.95945333769492e-06,0,6.30070740627054e-06,0,-5.40888237543682e-06,0,4.32453566308888e-06,0,-3.0948172259004e-06,0,1.77147449150639e-06,0,-4.0872457803022e-07,0,-9.38920616812579e-07,0,2.21879099627132e-06,0,-3.38207446664063e-06,0,4.3856372127764e-06,0,-5.19358176844857e-06,0,5.7784882249212e-06,0,-6.12229739729245e-06,0,6.21680953969484e-06,0,-6.06378767093173e-06,0,5.67467013077587e-06,0,-5.06991203285091e-06,0,4.27798924385164e-06,0,-3.3341108855037e-06,0,2.27869668186096e-06,0,-1.15568340465572e-06,0,1.07299474401236e-08,0,1.11060696373655e-06,0,-2.16465477719121e-06,0,3.11129632267892e-06,0,-3.91546741941956e-06,0,4.54842611993909e-06,0,-4.98874881753024e-06,0,5.22301997120343e-06,0,-5.24619478499458e-06,0,5.06162731062366e-06,0,-4.68076960495009e-06,0,4.12256025650231e-06,0,-3.41253231711639e-06,0,2.58168100035597e-06,0,-1.6651400652498e-06,0,7.00722294691247e-07,0,2.72616309012428e-07,0,-1.21632717312654e-06,0,2.09377381580337e-06,0,-2.87163264610618e-06,0,3.52113718091248e-06,0,-4.0191200609014e-06,0,4.34881599181475e-06,0,-4.50039875133925e-06,0,4.47123627401705e-06,0,-4.26585911867222e-06,0,3.89564888878107e-06,0,-3.37826397898845e-06,0,2.73682994942584e-06,0,-1.99893051377067e-06,0,1.19544225214579e-06,0,-3.59261477130762e-07,0,-4.76024983942587e-07,0,1.27747206893539e-06,0,-2.01405963187374e-06,0,2.65787712343917e-06,0,-3.18516518208088e-06,0,3.57717589585425e-06,0,-3.82082125328555e-06,0,3.90908811301401e-06,0,-3.84120752542426e-06,0,3.6225760529818e-06,0,-3.26443647208211e-06,0,2.78333452000265e-06,0,-2.20037682225885e-06,0,1.54032248195963e-06,0,-8.30546766358685e-07,0,9.99196781504103e-08,0,6.22355192745551e-07,0,-1.30789534963607e-06,0,1.93024244033233e-06,0,-2.46587129100346e-06,0,2.89506691785381e-06,0,-3.20263730829967e-06,0,3.37843672338514e-06,0,-3.41768210642282e-06,0,3.32105356933551e-06,0,-3.09457853169114e-06,0,2.74930756859869e-06,0,-2.30079805331726e-06,0,1.76842895228043e-06,0,-1.17457637235732e-06,0,0,-3.0416,-0.0636577329846953,-0.0636573003667646
-2.9416,-0.161029457915588,0,0.0508519117484591,0,-0.0272821840838274,0,0.016301395482241,0,-0.00974547323327636,0,0.00541637228941496,0,-0.002472875768861,0,0.000508782209217642,0,0.000716387348330042,0,-0.00137358401757892,0,0.00160183989907809,0,-0.0015225712994569,0,0.00124370712922656,0,-0.000859370827677757,0,0.000447972951743757,0,-7.02743924172827e-05,0,-0.000231716420836252,0,0.000434592763094486,0,-0.000532044334210999,0,0.000532134244409591,0,-0.000453664626161562,0,0.000322040901007405,0,-0.000165083849129197,0,9.21774142538399e-06,0,0.000123609033941667,0,-0.000218023874006376,0,0.000266234216092039,0,-0.000267954682371674,0,0.000229397700590808,0,-0.000161563722438818,0,7.81265316546844e-05,0,6.77220304114132e-06,0,-8.05262240081118e-05,0,0.000133628388178934,0,-0.000160637444755099,0,0.000160483311185791,0,-0.000136138935533301,0,9.37675861686205e-05,0,-4.15138121093348e-05,0,-1.18616308318796e-05,0,5.8299901315244e-05,0,-9.15369447079009e-05,0,0.000107839450123328,0,-0.000106312839136374,0,8.87755793910475e-05,0,-5.92549741974228e-05,0,2.32079895876646e-05,0,1.33990633648419e-05,0,-4.50088996320515e-05,0,6.72580565854034e-05,0,-7.75255998671328e-05,0,7.51846632657851e-05,0,-6.15428375062165e-05,0,3.95031411431552e-05,0,-1.30152847680742e-05,0,-1.35876876680687e-05,0,3.62623024440013e-05,0,-5.18378295202877e-05,0,5.84301986001292e-05,0,-5.56370984162613e-05,0,4.44999304556716e-05,0,-2.72533701044312e-05,0,6.91315464296876e-06,0,1.32266471123072e-05,0,-3.0106672653641e-05,0,4.13487399100746e-05,0,-4.55733194490483e-05,0,4.2548345467687e-05,0,-3.31570208681727e-05,0,1.91998591637998e-05,0,-3.06999522841623e-06,0,-1.26425080733325e-05,0,2.55541096551048e-05,0,-3.38380248072366e-05,0,3.64714939643426e-05,0,-3.33483733993476e-05,0,2.52471653949309e-05,0,-1.36667914862163e-05,0,5.61637000904346e-07,0,1.19790576433746e-05,0,-2.20562550722121e-05,0,2.82412704570145e-05,0,-2.97708163487716e-05,0,2.66315080379043e-05,0,-1.95262825127324e-05,0,9.73337268822487e-06,0,1.11577460031194e-06,0,-1.13021971512466e-05,0,1.92863875488796e-05,0,-2.39358957038949e-05,0,2.46806941148335e-05,0,-2.15758352421698e-05,0,1.52658900479304e-05,0,-6.86081037662637e-06,0,-2.2540913100711e-06,0,1.06422879464695e-05,0,-1.70386827698622e-05,0,2.05368229409325e-05,0,-2.07135325008678e-05,0,1.76744486377793e-05,0,-1.20166656089803e-05,0,4.71748584846334e-06,0,3.03079770045498e-06,0,-1.0012697399833e-05,0,1.5177508108873e-05,0,-1.77948112928609e-05,0,1.75548988051342e-05,0,-1.46007802913493e-05,0,9.48940220897939e-06,0,-3.09063061056129e-06,0,-3.55822998747662e-06,0,9.41843830163025e-06,0,-1.36101064090928e-05,0,1.55423519293937e-05,0,-1.49943669653763e-05,0,1.21366497349041e-05,0,-7.49120066736146e-06,0,1.83889719022321e-06,0,3.9099047055392e-06,0,-8.86038473702223e-06,0,1.22710378489417e-05,0,-1.3663237729656e-05,0,1.28866317281688e-05,0,-1.01317290061275e-05,0,5.88944865784504e-06,0,-8.65565793387999e-07,0,-4.13531515260556e-06,0,8.33739972905227e-06,0,-1.11128973562125e-05,0,1.20746367193295e-05,0,-1.11286254592278e-05,0,8.47966470901437e-06,0,-4.5905773483066e-06,0,1.02746488839293e-07,0,4.26860090074787e-06,0,-7.84743252310164e-06,0,1.01005537899815e-05,0,-1.07161071117993e-05,0,9.64551963034086e-06,0,-7.10346619797874e-06,0,3.52705594272362e-06,0,4.98283181724717e-07,0,-4.33381208170288e-06,0,7.38808952998632e-06,0,-9.207451751686e-06,0,9.54263362891749e-06,0,-8.3818700284766e-06,0,5.94626486920724e-06,0,-2.64916780447578e-06,0,-9.73178647257891e-07,0,4.34820634968747e-06,0,-6.95692924326567e-06,0,8.41316674709407e-06,0,-8.52008063798985e-06,0,7.29584980467315e-06,0,-4.96529983053305e-06,0,1.91966101409912e-06,0,1.34848838242057e-06,0,-4.32437031840902e-06,0,6.55160975509213e-06,0,-7.70174677098424e-06,0,7.62214522578269e-06,0,-6.35539588782091e-06,0,4.12790309192749e-06,0,-1.31018081343418e-06,0,-1.64428837594822e-06,0,4.27161752470399e-06,0,-6.16995681133766e-06,0,7.06056145370765e-06,0,-6.82826789467199e-06,0,5.53557462885602e-06,0,-3.4087585878287e-06,0,7.98837079792935e-07,0,1.87597335410078e-06,0,-4.19692934073098e-06,0,5.80998907658198e-06,0,-6.47948708351837e-06,0,6.12217020601284e-06,0,-4.81674391883166e-06,0,2.7879928787545e-06,0,-3.68512504244758e-07,0,-2.0554986613804e-06,0,4.10560034339006e-06,0,-5.46992071592545e-06,0,5.95031890741451e-06,0,-5.49081220984203e-06,0,4.18324732040749e-06,0,-2.24982092293659e-06,0,5.66474527962208e-09,0,2.19225653107069e-06,0,-4.00168854652e-06,0,5.14815242418114e-06,0,-5.46634033842265e-06,0,4.92363669274147e-06,0,-3.62247075734484e-06,0,1.78156971998388e-06,0,3.00535475790087e-07,0,-2.29370428779077e-06,0,3.88833434369798e-06,0,-4.84325707795657e-06,0,5.02200246473928e-06,0,-4.41201301076719e-06,0,3.12415080517234e-06,0,-1.37296385608575e-06,0,-5.5883372386845e-07,0,2.36582126453579e-06,0,-3.76798960105514e-06,0,4.55396341231466e-06,0,-4.61268238294098e-06,0,3.94882213380925e-06,0,-2.67986048954083e-06,0,1.01559556307867e-06,0,7.76357590274092e-07,0,-2.4134455506454e-06,0,3.64258429947263e-06,0,-4.27913955619369e-06,0,4.23449871060424e-06,0,-3.52814312882453e-06,0,2.28262222183193e-06,0,-7.02526727505624e-07,0,-9.58965615993056e-07,0,2.44052519417186e-06,0,-3.51364915166768e-06,0,4.0177773713745e-06,0,-3.88416914992015e-06,0,3.14501353259924e-06,0,-1.92661306385304e-06,0,4.27986563194634e-07,0,1.11151166772496e-06,0,-2.45030768522048e-06,0,3.3824067783713e-06,0,-3.76897803633343e-06,0,3.55889936878767e-06,0,-2.79524424039979e-06,0,1.60693790328067e-06,0,-1.87139521670806e-07,0,-1.23804735197749e-06,0,2.44548435756474e-06,0,-3.24984016156982e-06,0,3.53193903463801e-06,0,-3.25629547832407e-06,0,2.47527509496264e-06,0,-1.31945317092415e-06,0,-2.40946218364348e-08,0,1.34197849110349e-06,0,-2.42830148315081e-06,0,3.11674449415312e-06,0,-3.30594255390526e-06,0,2.97429448156469e-06,0,-2.18206119604753e-06,0,0,-2.9416,-0.127320119256045,-0.127319277603523
